teamId,location,name,abbreviation,displayName,shortDisplayName,color,alternateColor,logoURL,venueId,slug
472,Slovenia,Slovenia,SVN,Slovenia,Slovenia,ffffff,0c2fff,https://a.espncdn.com/i/teamlogos/countries/500/svn.png,5344,svn
473,Romania,Romania,ROU,Romania,Romania,fcd116,ce1126,https://a.espncdn.com/i/teamlogos/countries/500/rom.png,0,rom
474,Austria,Austria,AUT,Austria,Austria,d72b2c,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/aut.png,1793,aut
475,Switzerland,Switzerland,SUI,Switzerland,Switzerland,d72b2c,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/sui.png,6860,sui
476,Republic of Ireland,Republic of Ireland,IRL,Republic of Ireland,Rep Ireland,049a64,f58241,https://a.espncdn.com/i/teamlogos/countries/500/irl.png,4228,irl
477,Croatia,Croatia,CRO,Croatia,Croatia,ff0000,0c2fff,https://a.espncdn.com/i/teamlogos/countries/500/cro.png,7333,cro
478,France,France,FRA,France,France,0c2fff,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/fra.png,6245,fra
479,Denmark,Denmark,DEN,Denmark,Denmark,d02a3e,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/den.png,4572,den
480,Hungary,Hungary,HUN,Hungary,Hungary,ce2029,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/hun.png,8121,hun
481,Germany,Germany,GER,Germany,Germany,000000,db41a9,https://a.espncdn.com/i/teamlogos/countries/500/ger.png,1541,ger
482,Portugal,Portugal,POR,Portugal,Portugal,da291c,d7e9f6,https://a.espncdn.com/i/teamlogos/countries/500/por.png,4211,por
483,Moldova,Moldova,MDA,Moldova,Moldova,0046ae,ffd200,https://a.espncdn.com/i/teamlogos/countries/500/mda.png,5090,mda
484,FCSB,FCSB,FCSB,FCSB,FCSB,0000dd,dc1f26,https://a.espncdn.com/i/teamlogos/soccer/500/484.png,4657,rom.steaua_bucuresti
488,Wisla Krakow,Wisla Krakow,WLK,Wisla Krakow,Wisla Krakow,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/488.png,0,pol.wisla_krakow
489,Hajduk Split,Hajduk Split,HAJ,Hajduk Split,Hajduk Split,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/489.png,0,cro.hajduk_split
492,Grasshoppers,Grasshoppers,GCZ,Grasshoppers,Grasshoppers,5668d4,eae04b,https://a.espncdn.com/i/teamlogos/soccer/500/492.png,3939,sui.grasshoppers
493,Shakhtar Donetsk,Shakhtar Donetsk,SHK,Shakhtar Donetsk,Shakhtar,ff5900,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/493.png,4268,ukr.shakhtar_donetsk
494,Slavia Prague,Slavia Prague,SLP,Slavia Prague,Slavia Prague,dc1f26,81c0ff,https://a.espncdn.com/i/teamlogos/soccer/500/494.png,0,slavia_prague
498,Dinamo Tbilisi,Dinamo Tbilisi,TBIL,Dinamo Tbilisi,Dinamo Tbilisi,000099,000099,https://a.espncdn.com/i/teamlogos/soccer/500/498.png,0,team.dinamo_tbilisi
500,Olimpija Ljubljana,Olimpija Ljubljana,OLIM,Olimpija Ljubljana,Olimpija,ffffff,000000,https://a.espncdn.com/i/teamlogos/soccer/500/500.png,0,team.olimpija_ljubljana
502,HJK Helsinki,HJK Helsinki,HJKH,HJK Helsinki,HJK Helsinki,0000ff,000099,https://a.espncdn.com/i/teamlogos/soccer/500/502.png,0,team.hjk_helsinki
506,Birkirkara,Birkirkara,BIR,Birkirkara,Birkirkara,F4360E,FDF900,https://a.espncdn.com/i/teamlogos/soccer/500/506.png,1557,team.birkirkara
510,Viking FK,Viking FK,VIK,Viking FK,Viking FK,000080,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/510.png,3307,team.viking_fk
519,Rapid Vienna,Rapid Vienna,VIE,Rapid Vienna,Rapid Vienna,2b6a36,dc1f26,https://a.espncdn.com/i/teamlogos/soccer/500/519.png,6736,aut.rapid_vienna
521,Slovan Bratislava,Slovan Bratislava,SLB,Slovan Bratislava,S Bratislava,81c0ff,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/521.png,0,svk.slovan_bratislava
523,Zalgiris Vilnius,Zalgiris Vilnius,FKZ,Zalgiris Vilnius,Zalgiris Vilnius,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/523.png,0,team.zalgiris_vilnius
524,Maccabi Tel-Aviv,Maccabi Tel-Aviv,MTA,Maccabi Tel-Aviv,Maccabi Tel-Aviv,ffff00,020202,https://a.espncdn.com/i/teamlogos/soccer/500/524.png,1198,team.maccabi_tel-aviv
526,SK Tirana,SK Tirana,TIR,SK Tirana,SK Tirana,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/526.png,0,team.sk_tirana
529,IF Elfsborg,IF Elfsborg,ELF,IF Elfsborg,Elfsborg,ffef32,ff0900,https://a.espncdn.com/i/teamlogos/soccer/500/529.png,5896,team.elfsborg
540,Zimbru Chisinau,Zimbru Chisinau,ZIM,Zimbru Chisinau,Zimbru,000000,C60000,,0,team.zimbru_chisinau
541,Partizan Belgrade,Partizan Belgrade,PART,Partizan Belgrade,FK Partizan,020202,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/541.png,6264,partizan_belgrade
543,Sliema Wanderers,Sliema Wanderers,SLI,Sliema Wanderers,Wanderers,0091FD,FFFFFF,,1557,team.sliema_wanderers
545,Rapid Bucuresti,Rapid Bucuresti,RBUC,Rapid Bucuresti,R Bucuresti,803033,000000,https://a.espncdn.com/i/teamlogos/soccer/500/545.png,4657,rom.rapid_bucuresti
551,FK Sarajevo,FK Sarajevo,SAR,FK Sarajevo,FK Sarajevo,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/551.png,0,team.fk_sarajevo
552,Maritimo,Maritimo,MAR,Maritimo,Maritimo,008222,01e5db,https://a.espncdn.com/i/teamlogos/soccer/500/552.png,7666,por.maritimo
555,Legia Warsaw,Legia Warsaw,LEGI,Legia Warsaw,Legia Warsaw,2b6a36,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/555.png,0,pol.legia_warsaw
557,St. Gallen,St. Gallen,FCSG,St. Gallen,St. Gallen,007c27,FCD116,https://a.espncdn.com/i/teamlogos/soccer/500/557.png,6860,sui.st_gallen
559,Standard Liege,Standard Liege,STL,Standard Liege,Standard Liege,cc272e,cccccc,https://a.espncdn.com/i/teamlogos/soccer/500/559.png,3938,bel.standard_liege
562,FC Vaduz,FC Vaduz,FCVA,FC Vaduz,FC Vaduz,ff0900,000099,https://a.espncdn.com/i/teamlogos/soccer/500/562.png,1648,team.fc_vaduz
566,HB Torshavn,HB Torshavn,HBTO,HB Torshavn,HB Torshavn,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/566.png,0,team.hb_torshavn
567,Osijek,Osijek,OSI,Osijek,Osijek,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/567.png,0,team.osijek
570,Club Brugge,Club Brugge,BRU,Club Brugge,Club Brugge,0081ff,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/570.png,1809,bel.club_brugge
571,Glentoran,Glentoran,GLT,Glentoran,Glentoran,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/571.png,6336,team.glentoran
572,FC Midtjylland,FC Midtjylland,MID,FC Midtjylland,Midtjylland,000000,ff0900,https://a.espncdn.com/i/teamlogos/soccer/500/572.png,4429,den.fc_midtjylland
573,Glenavon,Glenavon,GLV,Glenavon,Glenavon,000000,000000,,0,team.glenavon
575,Brøndby IF,Brøndby IF,BRO,Brøndby IF,Brøndby,ffff00,43473d,https://a.espncdn.com/i/teamlogos/soccer/500/575.png,5295,den.brndby
576,The New Saints,The New Saints,TNS,The New Saints,The New Saints,239B56,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/576.png,3312,team.t.n.s.
578,Wales,Wales,WAL,Wales,Wales,E70000,174A3F,https://a.espncdn.com/i/teamlogos/countries/500/wal.png,0,wal
579,Armenia,Armenia,ARM,Armenia,Armenia,DE2400,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/fifa.armenia.png,0,fifa.armenia
580,Scotland,Scotland,SCO,Scotland,Scotland,1a2d69,dcf5f7,https://a.espncdn.com/i/teamlogos/countries/500/sco.png,178,sco
581,Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,2D4AB0,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/aze.png,5133,aze
582,Luxembourg,Luxembourg,LUX,Luxembourg,Luxembourg,E70000,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/lux.png,8813,lux
583,Belarus,Belarus,BLR,Belarus,Belarus,ffffff,E70000,https://a.espncdn.com/i/teamlogos/countries/500/blr.png,1667,blr
584,Georgia,Georgia,GEO,Georgia,Georgia,ffffff,4a2942,https://a.espncdn.com/i/teamlogos/countries/500/geo.png,0,geo
585,Albania,Albania,ALB,Albania,Albania,E70000,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/alb.png,8293,alb
586,Northern Ireland,Northern Ireland,NIR,Northern Ireland,N Ireland,cc0000,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/nir.png,1277,nir
587,Andorra,Andorra,AND,Andorra,Andorra,E70000,0000cd,https://a.espncdn.com/i/teamlogos/countries/500/and.png,6864,and
588,San Marino,San Marino,SMR,San Marino,San Marino,00bfff,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/smr.png,4800,smr
589,Liechtenstein,Liechtenstein,LIE,Liechtenstein,Liechtenstein,0000cd,E70000,https://a.espncdn.com/i/teamlogos/countries/500/lie.png,1648,lie
596,Dinamo Moscow,Dinamo Moscow,DMO,Dinamo Moscow,Dinamo Moscow,004bdb,eaeaea,https://a.espncdn.com/i/teamlogos/soccer/500/596.png,8111,rus.dinamo_moscow
597,Dinamo Zagreb,Dinamo Zagreb,DZG,Dinamo Zagreb,Dinamo Zagreb,0000bb,ccff00,https://a.espncdn.com/i/teamlogos/soccer/500/597.png,0,cro.dinamo_zagreb
598,1. FC Union Berlin,1. FC Union Berlin,FCU,1. FC Union Berlin,Union Berlin,DA0308,d4d4d4,https://a.espncdn.com/i/teamlogos/soccer/500/598.png,3860,ger.fc_union_berlin
602,Odds BK,Odds BK,ODD,Odds BK,Odds BK,000000,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/602.png,3761,team.odd_grenland
605,PAOK Salonika,PAOK Salonika,PAOK,PAOK Salonika,PAOK,000000,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/605.png,5873,gre.paok_salonika
606,KVC Westerlo,KVC Westerlo,KVCW,KVC Westerlo,Westerlo,005bd2,fffb00,https://a.espncdn.com/i/teamlogos/soccer/500/606.png,6654,bel.kvc_westerlo
607,Silkeborg IF,Silkeborg IF,SIF,Silkeborg IF,Silkeborg,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/607.png,7308,den.silkeborg_if
611,Maccabi Haifa,Maccabi Haifa,HAI,Maccabi Haifa,Maccabi Haifa,34a66d,000000,https://a.espncdn.com/i/teamlogos/soccer/500/611.png,6498,isr.maccabi_haifa
612,Torpedo Kutaisi,Torpedo Kutaisi,TORP,Torpedo Kutaisi,Torpedo Kuta,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/612.png,0,team.torpedo_kutaisi
614,Sheriff Tiraspol,Sheriff Tiraspol,SHE,Sheriff Tiraspol,Sheriff,1a1a1a,ffff00,https://a.espncdn.com/i/teamlogos/soccer/500/614.png,0,sheriff_tiraspol
615,Bohemians,Bohemians,BOH,Bohemians,Bohemians,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/615.png,1234,uefa.bohemians
617,Omonia Nicosia,Omonia Nicosia,OMON,Omonia Nicosia,O Nicosia,025719,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/617.png,0,team.omonia_nicosia
619,NK Maribor,NK Maribor,MARI,NK Maribor,NK Maribor,391669,ffff00,https://a.espncdn.com/i/teamlogos/soccer/500/619.png,3113,svn.nk_maribor
620,SK Brann,SK Brann,SKBR,SK Brann,SK Brann,FF0000,32CD32,https://a.espncdn.com/i/teamlogos/soccer/500/620.png,6714,team.sk_brann
621,Barry Town,Barry Town,BAR,Barry Town,Barry Town,000000,000000,,1299,team.barry_town
622,Ferencvaros,Ferencvaros,FER,Ferencvaros,Ferencvaros,239B56,000000,https://a.espncdn.com/i/teamlogos/soccer/500/622.png,0,team.ferencvaros
623,Lugano,Lugano,LUG,Lugano,Lugano,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/623.png,6128,team.lugano
624,Algeria,Algeria,ALG,Algeria,Algeria,5bbd19,000000,https://a.espncdn.com/i/teamlogos/countries/500/alg.png,7436,alg
627,Japan,Japan,JPN,Japan,Japan,ed1c24,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/jpn.png,9885,jpn
628,Australia,Australia,AUS,Australia,Australia,2a2d7c,ed2f31,https://a.espncdn.com/i/teamlogos/countries/500/aus.png,8480,aus
632,Aldershot Town,Aldershot Town,ALD,Aldershot Town,Aldershot,C8142F,cdff00,https://a.espncdn.com/i/teamlogos/soccer/500/632.png,1159,eng.aldershot
633,Altrincham,Altrincham,ALT,Altrincham,Altrincham,C8142F,cdcdcd,https://a.espncdn.com/i/teamlogos/soccer/500/633.png,1160,eng.altrincham
635,Newport County,Newport County,NEW,Newport County,Newport,FECD32,cdcdcd,https://a.espncdn.com/i/teamlogos/soccer/500/635.png,4895,team.newport_county
640,Ebbsfleet United,Ebbsfleet United,EBB,Ebbsfleet United,Ebbsfleet Utd,C8142F,0000FF,https://a.espncdn.com/i/teamlogos/soccer/500/640.png,1347,eng.ebbsfleet_united
641,Kettering Town,Kettering Town,KET,Kettering Town,Kettering,C8142F,000000,,0,team.kettering
642,Barrow,Barrow,BRW,Barrow,Barrow,ffffff,deb887,https://a.espncdn.com/i/teamlogos/soccer/500/642.png,1349,team.barrow
645,Tamworth,Tamworth,TAM,Tamworth,Tamworth,C8142F,000000,,1454,eng.tamworth
650,Buckie Thistle,Buckie Thistle,BUC,Buckie Thistle,Buckie Thistle,000000,000000,,0,team.buckie_thistle
651,Wick Academy,Wick Academy,WIC,Wick Academy,Wick Academy,000000,000000,,0,team.wick_academy
652,Threave Rovers,Threave Rovers,THRE,Threave Rovers,Threave Rovers,000000,000000,,0,team.threave_rovers
653,Angola,Angola,ANG,Angola,Angola,BE0027,C60000,https://a.espncdn.com/i/teamlogos/countries/500/ang.png,0,ang
654,Senegal,Senegal,SEN,Senegal,Senegal,00853f,fdef42,https://a.espncdn.com/i/teamlogos/countries/500/sen.png,2325,sen
655,Saudi Arabia,Saudi Arabia,KSA,Saudi Arabia,Saudi Arabia,dddddd,dddddd,https://a.espncdn.com/i/teamlogos/countries/500/ksa.png,9766,ksa
656,Cameroon,Cameroon,CMR,Cameroon,Cameroon,197b63,fbd632,https://a.espncdn.com/i/teamlogos/countries/500/crm.png,0,crm
657,Nigeria,Nigeria,NGA,Nigeria,Nigeria,008751,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/nga.png,8480,nga
658,China,China,CHN,China,China,dd342c,ffe533,https://a.espncdn.com/i/teamlogos/countries/500/chn.png,4775,chn
659,Tunisia,Tunisia,TUN,Tunisia,Tunisia,D20300,000000,https://a.espncdn.com/i/teamlogos/countries/500/tun.png,1561,tun
660,United States,United States,USA,United States,USA,213065,d42339,https://a.espncdn.com/i/teamlogos/countries/500/usa.png,8689,usa
661,Deveronvale,Deveronvale,DEV,Deveronvale,Deveronvale,000000,000000,,0,team.deveronvale
663,Forres Mechanics,Forres Mechanics,FME,Forres Mechanics,Forres Mechanics,000000,000000,,0,team.forres_mechanics
664,Gala Fairydean,Gala Fairydean,GAL,Gala Fairydean,Gala Fairy,000000,000000,,0,team.gala_fairydean
789,Goztepe,Goztepe,GOZ,Goztepe,Goztepe,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/789.png,8447,team.goztepe
790,Shabab Al-Ahli,Shabab Al-Ahli,SAA,Shabab Al-Ahli,Shabab Al-Ahli,79f52c,1b2a9b,,0,egy.al_ahli
793,Al Shabab,Al Shabab,SHA,Al Shabab,Al Shabab,FFAC1C,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/793.png,9628,team.al_shabab
817,Al Nassr,Al Nassr,NSR,Al Nassr,Al Nassr,f7f316,1c31ce,https://a.espncdn.com/i/teamlogos/soccer/500/817.png,7607,team.al_nassr
819,Flamengo,Flamengo,FLA,Flamengo,Flamengo,C60000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/819.png,5120,bra.flamengo
841,Kuwait,Kuwait,KUW,Kuwait,Kuwait,000000,CE1126,https://a.espncdn.com/i/teamlogos/countries/500/kuw.png,0,kuw
858,Saprissa,Saprissa,SAP,Saprissa,Saprissa,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/858.png,5945,crc.saprissa
859,San Carlos,San Carlos,SCA,San Carlos,San Carlos,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/859.png,7891,crc.san_carlos
862,Herediano,Herediano,HER,Herediano,Herediano,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/862.png,3446,crc.herediano
874,Corinthians,Corinthians,COR,Corinthians,Corinthians,000000,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/874.png,5375,bra.corinthians
882,El Nacional,El Nacional,ELN,El Nacional,El Nacional,f60404,000000,https://a.espncdn.com/i/teamlogos/soccer/500/882.png,1659,ecu.el_nacional
884,Olimpia,Olimpia,OLI,Olimpia,Olimpia,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/884.png,3382,hon.olimpia
885,Universidad Católica,Universidad Católica,CDUC,Universidad Católica,U Católica,0a4f8d,000000,https://a.espncdn.com/i/teamlogos/soccer/500/885.png,5406,chi.universidad_catolica
887,AEK Athens,AEK Athens,AEK,AEK Athens,AEK Athens,ffff00,000000,https://a.espncdn.com/i/teamlogos/soccer/500/887.png,9203,gre.aek_athens
900,Boavista,Boavista,BVT,Boavista,Boavista,87764e,000000,https://a.espncdn.com/i/teamlogos/soccer/500/900.png,5441,team.boavista
909,F.C. København,F.C. København,KBH,F.C. København,København,ffffff,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/909.png,2209,den.fc_copenhagen
913,Santos,Santos,SAN,Santos,Santos,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/913.png,7404,crc.santos
929,Al Hilal,Al Hilal,HIL,Al Hilal,Al Hilal,1c31ce,e3e4ed,https://a.espncdn.com/i/teamlogos/soccer/500/929.png,9864,team.al_hilal
936,Sint-Truidense,Sint-Truidense,STVV,Sint-Truidense,Sint-Truidense,f8ea2c,000000,https://a.espncdn.com/i/teamlogos/soccer/500/936.png,2804,bel.st._truiden
938,Racing Genk,Racing Genk,GENK,Racing Genk,Genk,0000ff,cccccc,https://a.espncdn.com/i/teamlogos/soccer/500/938.png,4587,bel.racing_genk
977,Shanghai Shenhua,Shanghai Shenhua,SHE,Shanghai Shenhua,Shanghai Sh.,C60000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/977.png,6257,team.shanghai_shenhua
987,Lillestrom,Lillestrom,LIL,Lillestrom,Lillestrom,e8e337,FF0000,https://a.espncdn.com/i/teamlogos/soccer/500/987.png,1303,team.lillestrom
989,FC Basel,FC Basel,FCB,FC Basel,FC Basel,C8142F,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/989.png,0,sui.fc_basle
991,Beerschot,Beerschot,BEER,Beerschot,Beerschot,695196,f2ff00,https://a.espncdn.com/i/teamlogos/soccer/500/991.png,8060,bel.germinal_beerschot
994,AIK,AIK,AIK,AIK,AIK,c9ad00,003155,https://a.espncdn.com/i/teamlogos/soccer/500/994.png,4982,team.aik
996,Genclerbirligi,Genclerbirligi,GEN,Genclerbirligi,Genclerbirli,000000,e91b23,https://a.espncdn.com/i/teamlogos/soccer/500/996.png,8030,team.genclerbirligi
997,Trabzonspor,Trabzonspor,TRAB,Trabzonspor,Trabzonspor,5699eb,8E003B,https://a.espncdn.com/i/teamlogos/soccer/500/997.png,7010,tur.trabzonspor
1007,Defensor Sporting,Defensor Sporting,DSC,Defensor Sporting,Defensor,3e188b,000000,https://a.espncdn.com/i/teamlogos/soccer/500/1007.png,5411,uru.defensor_sporting
1010,OFI Crete,OFI Crete,OFI,OFI Crete,OFI Crete,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/1010.png,7906,gre.ofi_crete
1011,Delfín,Delfín,DEL,Delfín,Delfín,212121,000000,https://a.espncdn.com/i/teamlogos/soccer/500/1011.png,3708,ecu.delfin
1038,Jamaica,Jamaica,JAM,Jamaica,Jamaica,348b42,f9e032,https://a.espncdn.com/i/teamlogos/countries/500/jam.png,10251,jam
1068,Atlético Madrid,Atlético Madrid,ATM,Atlético Madrid,Atlético,ca3624,c3c3c3,https://a.espncdn.com/i/teamlogos/soccer/500/1068.png,7376,esp.atletico_madrid
1382,Austria Vienna,Austria Vienna,VIE,Austria Vienna,Vienna,745692,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/1382.png,4523,aut.austria_vienna
1538,Levante,Levante,LEV,Levante,Levante,C8142F,000000,https://a.espncdn.com/i/teamlogos/soccer/500/1538.png,1628,esp.levante
1895,Besiktas,Besiktas,BES,Besiktas,Besiktas,ffffff,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/1895.png,6021,tur.besiktas
1928,Hong Kong,Hong Kong,HKG,Hong Kong,Hong Kong,E70000,FFFFFF,https://a.espncdn.com/i/teamlogos/countries/500/hkg.png,6276,hkg
1929,Benfica,Benfica,BEN,Benfica,Benfica,ca281d,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/1929.png,1470,por.benfica
1936,Internacional,Internacional,INT,Internacional,Internacional,C60000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/1936.png,5376,bra.internacional
1941,Spartak Moscow,Spartak Moscow,SPM,Spartak Moscow,Spartak,DB170C,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/1941.png,6025,rus.spartak_moscow
1963,CSKA Moscow,CSKA Moscow,CSK,CSKA Moscow,CSKA Moscow,811438,000000,https://a.espncdn.com/i/teamlogos/soccer/500/1963.png,6903,rus.cska_moscow
2022,Cruzeiro,Cruzeiro,CRU,Cruzeiro,Cruzeiro,0093EC,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/2022.png,5109,bra.cruzeiro
2026,São Paulo,São Paulo,SAO,São Paulo,São Paulo,C60000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/2026.png,5486,bra.sao_paulo
2029,Palmeiras,Palmeiras,PAL,Palmeiras,Palmeiras,417505,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/2029.png,6053,bra.palmeiras
2052,Beijing Guoan,Beijing Guoan,GUO,Beijing Guoan,Beijing,02a300,FFF212,https://a.espncdn.com/i/teamlogos/soccer/500/2052.png,6571,team.beijing_guoan
2057,Alajuelense,Alajuelense,ALA,Alajuelense,Alajuelense,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/2057.png,5947,crc.alajuelense
2227,Enyimba,Enyimba,ENY,Enyimba,Enyimba,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/2227.png,0,team.enyimba
2250,Sporting CP,Sporting CP,SCP,Sporting CP,Sporting,008127,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/2250.png,2352,por.sporting_lisbon
2256,Boavista,Boavista,BOA,Boavista,Boavista,1a1a1a,cdcdcd,https://a.espncdn.com/i/teamlogos/soccer/500/2256.png,5915,por.boavista
2276,Al Ittihad,Al Ittihad,ITT,Al Ittihad,Al Ittihad,ffff00,000000,https://a.espncdn.com/i/teamlogos/soccer/500/2276.png,9097,team.al-ittihad
2290,Red Star Belgrade,Red Star Belgrade,RSB,Red Star Belgrade,Red Star,FF0000,0000dd,https://a.espncdn.com/i/teamlogos/soccer/500/2290.png,0,team.red_star_belgrade
2339,Djurgården,Djurgården,DJU,Djurgården,Djurgården,64a6e1,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/2339.png,6596,swe.djurgarden
2404,Hong Kong League XI,Hong Kong League XI,HKL,Hong Kong League XI,Hong Kong XI,000000,000000,,1621,team.hong_kong_league_xi
2405,Malaysia,Malaysia,MAS,Malaysia,Malaysia,ffd933,23449c,https://a.espncdn.com/i/teamlogos/countries/500/mas.png,0,mas
2428,Hannover 96,Hannover 96,H96,Hannover 96,Hannover,179D33,1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/2428.png,1542,ger.hannover_96
2493,Pyunik,Pyunik,PYU,Pyunik,Pyunik,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/2493.png,0,team.pyunik
2495,Hammarby IF,Hammarby IF,HAM,Hammarby IF,Hammarby,ffcc00,007a43,https://a.espncdn.com/i/teamlogos/soccer/500/2495.png,6596,team.hammarby
2496,Dinamo Bucuresti,Dinamo Bucuresti,DBUC,Dinamo Bucuresti,D Bucuresti,ff1626,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/2496.png,8839,dinamo_bucuresti
2497,Apoel Nicosia,Apoel Nicosia,APO,Apoel Nicosia,Apoel,000099,000000,https://a.espncdn.com/i/teamlogos/soccer/500/2497.png,0,chp.apoel_nicosia
2499,Hibernians,Hibernians,HIB,Hibernians,Hibernians,FDF900,FFFFFF,https://a.espncdn.com/i/teamlogos/soccer/500/2499.png,5843,team.hibernians
2500,Airdrieonians,Airdrieonians,AIR,Airdrieonians,Airdrieonians,C8142F,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/2500.png,269,sco.airdrie_utd
2502,Nice,Nice,NICE,Nice,Nice,ef2f24,e2d3d7,https://a.espncdn.com/i/teamlogos/soccer/500/2502.png,5324,fra.nice
2503,AC Ajaccio,AC Ajaccio,ACA,AC Ajaccio,AC Ajaccio,ef2f24,87cced,https://a.espncdn.com/i/teamlogos/soccer/500/2503.png,5335,fra.ac_ajaccio
2506,Arminia Bielefeld,Arminia Bielefeld,DSC,Arminia Bielefeld,Bielefeld,00599f,2c2d37,https://a.espncdn.com/i/teamlogos/soccer/500/2506.png,0,ger.arminia_bielefeld
2509,Portadown,Portadown,POR,Portadown,Portadown,000000,000000,,1396,team.portadown
2510,B36 Torshavn,B36 Torshavn,B36T,B36 Torshavn,B36 Torshavn,0b419b,0b419b,https://a.espncdn.com/i/teamlogos/soccer/500/2510.png,0,team.b36_torshavn
2512,F91 Dudelange,F91 Dudelange,DUDE,F91 Dudelange,Dudelange,00c0ff,ffff00,https://a.espncdn.com/i/teamlogos/soccer/500/2512.png,0,team.f91_dudelange
2533,Zenit St Petersburg,Zenit St Petersburg,ZEN,Zenit St Petersburg,Zenit,0098dc,FFFFFF,https://a.espncdn.com/i/teamlogos/soccer/500/2533.png,6931,rus.zenit_st_petersburg
2539,Dinamo Minsk,Dinamo Minsk,MNSK,Dinamo Minsk,Dinamo Minsk,5f65bb,000000,https://a.espncdn.com/i/teamlogos/soccer/500/2539.png,0,team.dinamo_minsk
2540,FC Levadia Tallinn,FC Levadia Tallinn,LVT,FC Levadia Tallinn,Levadia Tallinn,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/2540.png,0,team.fc_levadia_tallinn
2543,Leixoes,Leixoes,LEIX,Leixoes,Leixoes,ee1c0f,1a1a1a,,0,por.leixoes
2547,KI Klaksvik,KI Klaksvik,KLA,KI Klaksvik,KI Klaksvik,000000,c60000,https://a.espncdn.com/i/teamlogos/soccer/500/2547.png,0,team.ki_klaksvik
2551,Partizani Tirana,Partizani Tirana,PART,Partizani Tirana,Partizani,000000,000000,https://a.espncdn.com/i/teamlogos/soccer/500/2551.png,8293,team.partizani_tirana
