teamId,teamName,form
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
20684,Union Omaha,WDWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
21354,Northern Colorado Hailstorm FC,WWWWW
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19995,Forward Madison FC,DWWDL
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
19964,Greenville Triumph,DWWLW
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
21821,One Knoxville,DDWDD
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
17826,Charlotte Independence,DLLDW
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
22130,Spokane Velocity FC,LLLLD
